Unnamed: 0,headline,url,publisher,date,stock,Sentiment_DecisionTreeClassifier,Sentiment_finbert,Sentiment_LogisticRegression,Sentiment_KNeighborsClassifier,Sentiment_MultinomialNB,Sentiment_SGDClassifier,Sentiment_GradientBoostingClassifier,Sentiment_XGBClassifier,Sentiment_RandomForestClassifier,Sentiment_VADER
707185,barrons picks and pans cocacola mcdonalds ford nike and more,https://www.benzinga.com/media/19/09/14469211/barrons-picks-and-pans-coca-cola-mcdonalds-ford-nike-and-more,Nelson Hem,2019-09-22 00:00:00,JNJ,1,2,1,1,0,1,1,1,1,0.5
707186,the week ahead in biotech spotlight on esmo conference,https://www.benzinga.com/general/biotech/19/09/14460216/the-week-ahead-in-biotech-spotlight-on-esmo-conference,Shanthi Rexaline,2019-09-22 00:00:00,JNJ,1,2,1,1,1,1,1,1,1,0.5
707187,shares of several drug companies are trading higher after senate majority leader mcconnell suggested a new democratic drug price reform proposal would be dead on arrival,https://www.benzinga.com/markets/wiim/19/09/14466308/shares-of-several-drug-companies-are-trading-higher-after-senate-majority-leader-mcconnell-suggested,Benzinga Newsdesk,2019-09-20 00:00:00,JNJ,1,0,1,1,1,1,1,1,1,0.26165
707188,jjs janssen announced new realworld evidence confirming xarelto reduced risk of recurrent venous thromboembolism in patients who are morbidly obese,https://www.benzinga.com/general/biotech/19/09/14464095/j-js-janssen-announced-new-real-world-evidence-confirming-xarelto-reduced-risk-of-recurrent-venou,Benzinga Newsdesk,2019-09-20 00:00:00,JNJ,1,0,1,1,1,1,1,1,1,0.3634
707189,jj to report q earnings on tues oct before market open,https://www.benzinga.com/news/earnings/19/09/14454102/j-j-to-report-q3-earnings-on-tues-oct-15-2019-before-market-open,Benzinga Newsdesk,2019-09-18 00:00:00,JNJ,1,2,1,1,1,0,1,1,1,0.625
707190,axsome shares flirt with record high how much upside is left,https://www.benzinga.com/general/biotech/19/09/14452578/axsome-shares-flirt-with-record-high-how-much-upside-is-left,Shanthi Rexaline,2019-09-18 00:00:00,JNJ,1,2,1,1,1,1,1,1,1,0.648
707191,the daily biotech pulse newlink genetics rallies breakthrough designation for roche igm biosciences debuts,https://www.benzinga.com/general/biotech/19/09/14449081/the-daily-biotech-pulse-newlink-genetics-rallies-breakthrough-designation-for-roche-igm-bioscienc,Shanthi Rexaline,2019-09-18 00:00:00,JNJ,1,0,1,1,1,1,1,1,1,0.5
707192,purdue pharma files for bankruptcy what you need to know,https://www.benzinga.com/news/19/09/14435816/purdue-pharma-files-for-bankruptcy-what-you-need-to-know,Shanthi Rexaline,2019-09-16 00:00:00,JNJ,1,2,1,1,0,1,1,1,1,0.5
707193,morphosys reports licensee janssen rd issued press release highlighting submission of supplemental biologics license application seeking approval of tremfya,https://www.benzinga.com/news/19/09/14434722/morphosys-reports-licensee-janssen-r-d-issued-press-release-highlighting-submission-of-supplemental,Benzinga Newsdesk,2019-09-16 00:00:00,JNJ,1,2,1,1,1,1,1,1,1,0.7383500000000001
707194,janssen pharmaceutical announces new darzalex data from griffin study show high response rate and depth of response in patients with newly diagnosed multiple myeloma who are transplanteligible,https://www.benzinga.com/news/19/09/14432561/janssen-pharmaceutical-announces-new-darzalex-data-from-griffin-study-show-high-response-rate-and-de,Charles Gross,2019-09-15 00:00:00,JNJ,1,0,1,1,1,1,1,1,1,0.5
707195,jj mckesson face b damage demand in ohio opioid trial,https://www.benzinga.com/news/19/09/14432389/j-j-mckesson-face-8b-damage-demand-in-ohio-opioid-trial,Charles Gross,2019-09-14 00:00:00,JNJ,1,1,1,1,0,1,1,1,1,0.29905000000000004
707196,jj spokesperson says a new jersey jury has found co liable for m in trial claiming talc powder caused cancer,https://www.benzinga.com/news/19/09/14415399/j-j-spokesperson-says-a-new-jersey-jury-has-found-co-liable-for-37m-in-trial-claiming-talc-powder-ca,Benzinga Newsdesk,2019-09-11 00:00:00,JNJ,1,1,1,1,1,1,1,1,1,0.23665000000000003
707197,johnson johnson to pay m to group blaming powder for cancers,https://www.benzinga.com/news/19/09/14415206/johnson-johnson-to-pay-37-2m-to-group-blaming-powder-for-cancers,Benzinga Newsdesk,2019-09-11 00:00:00,JNJ,1,2,1,1,0,1,1,1,1,0.2213
707198,watching jj shares amid report new headtohead phase data for janssens ponesimod was superior compared to aubagio mg in adults with relapsing multiple sclerosis,https://www.benzinga.com/news/19/09/14414122/watching-j-j-shares-amid-report-new-head-to-head-phase-3-data-for-janssens-ponesimod-was-superior-co,Benzinga Newsdesk,2019-09-11 00:00:00,JNJ,1,0,1,1,1,1,1,1,1,0.88585
707199,jj says new data from spravato ciii nasal spray phase studies showed rapid reduction of depressive symptoms in adult patients with major depressive disorder,https://www.benzinga.com/general/biotech/19/09/14397323/j-j-says-new-data-from-spravato-ciii-nasal-spray-phase-3-studies-showed-rapid-reduction-of-depres,Benzinga Newsdesk,2019-09-09 00:00:00,JNJ,1,0,1,1,1,0,1,1,1,0.1452
707200,european commission has approved expanded use of jjs janssens ustekinumab for treatment of adults with moderately to sever ulcerative colitis,https://www.benzinga.com/news/19/09/14373653/european-commission-has-approved-expanded-use-of-j-js-janssens-ustekinumab-for-treatment-of-adults-w,Benzinga Newsdesk,2019-09-04 00:00:00,JNJ,1,0,1,0,1,1,1,1,1,0.71075
707201,cardinal health jj shares tick lower as hearing cos must face cities opioidconspiracy claims,https://www.benzinga.com/news/19/09/14368620/cardinal-health-j-j-shares-tick-lower-as-hearing-cos-must-face-cities-opioid-conspiracy-claims,Benzinga Newsdesk,2019-09-03 00:00:00,JNJ,0,1,0,1,0,0,0,0,0,0.625
707202,the week ahead in biotech cardiology analyst conferences in the spotlight,https://www.benzinga.com/general/biotech/19/09/14350987/the-week-ahead-in-biotech-cardiology-analyst-conferences-in-the-spotlight,Shanthi Rexaline,2019-09-02 00:00:00,JNJ,1,2,1,1,1,1,1,1,1,0.5
707203,bulls and bears of the week altria apple netflix slack and more,https://www.benzinga.com/trading-ideas/19/08/14361184/bulls-and-bears-of-the-week-altria-apple-netflix-slack-and-more,Nelson Hem,2019-08-31 00:00:00,JNJ,1,2,1,1,1,1,1,1,1,0.5
707204,citi turns bullish on jabil says customer risk concentration played out,https://www.benzinga.com/analyst-ratings/analyst-color/19/08/14349890/citi-turns-bullish-on-jabil-says-customer-risk-concentration-played-out,Jayson Derrick,2019-08-29 00:00:00,JNJ,1,0,1,1,1,1,1,1,1,0.5386
707205,fast money traders give their opinion on johnson johnson and papa johns,https://www.benzinga.com/media/19/08/14345521/fast-money-traders-give-their-opinion-on-johnson-johnson-and-papa-johns,Craig Jones,2019-08-29 00:00:00,JNJ,1,2,1,1,0,0,1,1,1,0.5
707206,fitch says oklahomas ruling on jj may not set standard for other companies as other states could employ legal approaches other than public nuisance law,https://www.benzinga.com/news/19/08/14344030/fitch-says-oklahomas-ruling-on-j-j-may-not-set-standard-for-other-companies-as-other-states-could-em,Benzinga Newsdesk,2019-08-28 00:00:00,JNJ,1,1,1,1,1,0,1,1,1,0.6806
707207,attention biotech investors mark your calendar for these september pdufa dates,https://www.benzinga.com/general/biotech/19/08/14328344/attention-biotech-investors-mark-your-calendar-for-these-september-pdufa-dates,Shanthi Rexaline,2019-08-28 00:00:00,JNJ,1,2,0,1,0,0,1,1,1,0.5
707208,arrowhead collaborator janssen begins reef phase b combination study in patients with chronic hepatitis b infection arrowhead earns m milestone payment in connection with trial initiation,https://www.benzinga.com/general/biotech/19/08/14339737/arrowhead-collaborator-janssen-begins-reef-1-phase-2b-combination-study-in-patients-with-chronic-,Benzinga Newsdesk,2019-08-28 00:00:00,JNJ,1,2,1,1,1,1,1,1,1,0.5
707209, stocks moving in tuesdays midday session,https://www.benzinga.com/news/19/08/14336155/46-stocks-moving-in-tuesdays-mid-day-session,Lisa Levin,2019-08-27 00:00:00,JNJ,1,2,0,1,0,0,1,1,1,0.5
707210,barclays maintains equal weight target on johnson johnson as firm believes shares are likely to continue to trade at a discount to its sumoftheparts valuation due to the litigation overhang,https://www.benzinga.com/analyst-ratings/analyst-color/19/08/14335633/barclays-maintains-equal-weight-140-target-on-johnson-johnson-as-firm-believes-shar,Benzinga_Newsdesk,2019-08-27 00:00:00,JNJ,1,0,1,1,0,0,1,1,1,0.55135
707211,bmo maintains outperform on johnson johnson maintains target as firm notes we remind investors that litigation is long lengthy and difficult to read and while the amount is less than it could have been we would expect an extended resolution,https://www.benzinga.com/analyst-ratings/analyst-color/19/08/14335566/bmo-maintains-outperform-on-johnson-johnson-maintains-157-target-as-firm-notes-we-r,Benzinga_Newsdesk,2019-08-27 00:00:00,JNJ,1,1,1,1,1,1,1,1,1,0.24469999999999997
707212,why one johnson johnson analyst sees oklahoma opioid ruling as nearterm sentiment positive,https://www.benzinga.com/analyst-ratings/analyst-color/19/08/14333820/why-one-johnson-johnson-analyst-sees-oklahoma-opioid-ruling-as-near-term-sentiment-,Shanthi Rexaline,2019-08-27 00:00:00,JNJ,1,2,1,1,0,1,1,1,1,0.7787
707213,raymond james on johnson johnson also notes the judge ordered jj to pay m for an abatement plan and the state was looking for b from jj and we believe investor expectations were for b jj ended q with b in net cash,https://www.benzinga.com/analyst-ratings/analyst-color/19/08/14334952/raymond-james-on-johnson-johnson-also-notes-the-judge-ordered-j-j-to-pay-572m-for-a,Benzinga_Newsdesk,2019-08-27 00:00:00,JNJ,1,0,1,1,0,1,1,1,0,0.7787
707214,raymond james maintains outperform on johnson johnson as firm notes after speaking with management we remain optimistic in the defense case for jj when heading to the appellate courts,https://www.benzinga.com/analyst-ratings/analyst-color/19/08/14334951/raymond-james-maintains-outperform-on-johnson-johnson-as-firm-notes-after-speaking-,Benzinga_Newsdesk,2019-08-27 00:00:00,JNJ,1,0,1,1,0,0,1,1,0,0.79295
707215,a look at benzinga pros mostsearched tickers for august ,https://www.benzinga.com/news/19/08/14334572/a-look-at-benzinga-pros-most-searched-tickers-for-august-27-2019,Sebastian Brown,2019-08-27 00:00:00,JNJ,1,2,1,1,1,1,1,1,1,0.5
707216,chubb salesforce and more fast money picks for august ,https://www.benzinga.com/trading-ideas/long-ideas/19/08/14334414/chubb-salesforce-and-more-fast-money-picks-for-august-27,Craig Jones,2019-08-27 00:00:00,JNJ,1,2,1,1,0,1,1,1,1,0.5
707217,johnson johnson shares are trading higher after an oklahoma judge finds the company liable in the lawsuit claiming that it helped fuel opioid epidemic will pay million in damages investors were potentially expecting the company to pay more in fin,https://www.benzinga.com/markets/wiim/19/08/14334030/johnson-johnson-shares-are-trading-higher-after-an-oklahoma-judge-finds-the-company-liable-in-the-la,Benzinga Newsdesk,2019-08-27 00:00:00,JNJ,1,0,0,1,0,1,1,1,0,0.23665000000000003
707218,benzinga pros top mostsearched tickers for morning of tuesday august ,https://www.benzinga.com/trading-ideas/19/08/14333779/benzinga-pros-top-10-most-searched-tickers-for-morning-of-tuesday-august-27-2019,Benzinga Newsdesk,2019-08-27 00:00:00,JNJ,1,2,1,1,1,1,1,1,1,0.60115
707219,neutral zone stocks bonds both up as next moves in trade war anxiously awaited,https://www.benzinga.com/government/19/08/14333526/neutral-zone-stocks-bonds-both-up-as-next-moves-in-trade-war-anxiously-awaited,JJ Kinahan,2019-08-27 00:00:00,JNJ,1,0,1,1,1,0,1,1,1,0.1452
707220,update morgan stanley on johnson johnson also notes given that many investors feared a more substantial judgment against jj we expect opioidexposed specialty pharmaceutical companies to trade higher on tuesday aug ,https://www.benzinga.com/analyst-ratings/analyst-color/19/08/14332476/update-morgan-stanley-on-johnson-johnson-also-notes-given-that-many-investors-feare,Benzinga_Newsdesk,2019-08-27 00:00:00,JNJ,1,0,1,1,1,1,1,1,1,0.4862
707221,update morgan stanley maintains equalweight on johnson johnson maintains target as firm notes we suggested base case exposure of bn and bear case exposure of bn and yesterdays judgement does not alter our view,https://www.benzinga.com/analyst-ratings/analyst-color/19/08/14332473/update-morgan-stanley-maintains-equal-weight-on-johnson-johnson-maintains-145-targe,Benzinga_Newsdesk,2019-08-27 00:00:00,JNJ,1,2,1,1,1,0,1,1,1,0.5
707222,morgan stanley maintains equalweight on johnson johnson maintains price target,https://www.benzinga.com/news/19/08/14332456/morgan-stanley-maintains-equal-weight-on-johnson-johnson-maintains-145-price-target,Benzinga_Newsdesk,2019-08-27 00:00:00,JNJ,1,2,1,1,1,1,1,1,1,0.5
707223, stocks moving in tuesdays premarket session,https://www.benzinga.com/news/19/08/14332054/26-stocks-moving-in-tuesdays-pre-market-session,Lisa Levin,2019-08-27 00:00:00,JNJ,1,2,0,1,0,0,1,1,1,0.5
707224,the daily biotech pulse nuvectra explores strategic options jj to contend opioid ruling sesen bio gets new cfo,https://www.benzinga.com/general/biotech/19/08/14331652/the-daily-biotech-pulse-nuvectra-explores-strategic-options-j-j-to-contend-opioid-ruling-sesen-bi,Shanthi Rexaline,2019-08-27 00:00:00,JNJ,1,2,1,1,1,1,1,1,1,0.648
707225,everyday health group acquires babycenter from johnson johnson terms not disclosed,https://www.benzinga.com/m-a/19/08/14331555/everyday-health-group-acquires-babycenter-from-johnson-johnson-terms-not-disclosed,Benzinga Newsdesk,2019-08-27 00:00:00,JNJ,1,2,1,1,0,1,1,1,1,0.5
707226,judge orders johnson johnson to pay m in opioid case,https://www.benzinga.com/news/19/08/14329310/judge-orders-johnson-johnson-to-pay-572m-in-opioid-case,Dave Royse,2019-08-26 00:00:00,JNJ,1,1,0,1,0,0,1,1,0,0.44865
707227,johnson johnson shares are trading higher after an oklahoma judge finds the company liable in the lawsuit claiming that it helped fuel opioid epidemic will pay million in damages investors were potentially expecting the company to pay more in fines,https://www.benzinga.com/markets/wiim/19/08/14329249/johnson-johnson-shares-are-trading-higher-after-an-oklahoma-judge-finds-the-company-liable-in-the-la,Benzinga Newsdesk,2019-08-26 00:00:00,JNJ,1,0,0,1,0,1,1,1,0,0.23665000000000003
707228,johnson johnson says it will appeal oklahoma judges ruling in opioid case,https://www.benzinga.com/general/biotech/19/08/14329215/johnson-johnson-says-it-will-appeal-oklahoma-judges-ruling-in-opioid-case,Benzinga Newsdesk,2019-08-26 00:00:00,JNJ,1,1,1,1,0,1,1,1,1,0.5
707229,oklahoma judge finds johnson johnson liable in lawsuit claiming drugmaker helped fuel opioid epidemic co to pay m in damages,https://www.benzinga.com/general/biotech/19/08/14329091/oklahoma-judge-finds-johnson-johnson-liable-in-lawsuit-claiming-drugmaker-helped-fuel-opioid-epid,Benzinga Newsdesk,2019-08-26 00:00:00,JNJ,1,1,0,1,0,0,1,1,0,0.18155
707230,johnson johnson shares now falling reversing from spike,https://www.benzinga.com/news/19/08/14329065/johnson-johnson-shares-now-falling-reversing-from-spike,Benzinga Newsdesk,2019-08-26 00:00:00,JNJ,1,1,0,1,0,0,1,1,1,0.57655
707231,johnson johnson shares spike oklahoma judge preparing to reveal decision in opioid lawsuit,https://www.benzinga.com/news/19/08/14329056/johnson-johnson-shares-spike-oklahoma-judge-preparing-to-reveal-decision-in-opioid-lawsuit,Benzinga Newsdesk,2019-08-26 00:00:00,JNJ,1,1,0,1,0,0,1,1,0,0.5386
707232,kohls snap and more fast money picks for august ,https://www.benzinga.com/trading-ideas/long-ideas/19/08/14313663/kohls-snap-and-more-fast-money-picks-for-august-22,Craig Jones,2019-08-22 00:00:00,JNJ,1,2,1,1,0,1,1,1,1,0.5
707233,the daily biotech pulse viivs longacting hiv drug meets study goal chinese cheer for fibrogen retrophin flunks latestage study,https://www.benzinga.com/general/biotech/19/08/14310766/the-daily-biotech-pulse-viivs-long-acting-hiv-drug-meets-study-goal-chinese-cheer-for-fibrogen-re,Shanthi Rexaline,2019-08-22 00:00:00,JNJ,1,2,1,1,1,1,1,1,1,0.5640000000000001
707234,oklahoma judge to rule on monday in opioid lawsuit against jj reuters,https://www.benzinga.com/news/19/08/14309307/oklahoma-judge-to-rule-on-monday-in-opioid-lawsuit-against-j-j-reuters,Benzinga Newsdesk,2019-08-21 00:00:00,JNJ,1,1,0,1,0,0,1,1,0,0.5129
707235,trump says his solution to the epidemic of veteran suicides is some new stimulant produced by johnson johnson that hes instructed the government to buy in large quantities tweets aaron rupar,https://www.benzinga.com/news/19/08/14307709/trump-says-his-solution-to-the-epidemic-of-veteran-suicides-is-some-new-stimulant-produced-by-johnso,Benzinga_Newsdesk,2019-08-21 00:00:00,JNJ,1,2,1,1,1,1,1,1,1,0.6591
707236,its a huge thing avicanna receives unique canadian cannabinoid research license,https://www.benzinga.com/markets/cannabis/19/08/14300506/its-a-huge-thing-avicanna-receives-unique-canadian-cannabinoid-research-license,Natan Ponieman,2019-08-20 00:00:00,JNJ,1,2,1,1,1,1,1,1,1,0.6591
707237,shares of several healthcare companies are trading higher with the overall market after the us announced it is excluding and delaying the additional tariff on certain products,https://www.benzinga.com/markets/wiim/19/08/14257980/shares-of-several-healthcare-companies-are-trading-higher-with-the-overall-market-after-the-u-s-anno,Benzinga Newsdesk,2019-08-13 00:00:00,JNJ,1,0,1,1,1,1,1,1,1,0.7553000000000001
707238,lillys psoriasis drug found superior to jjs tremfya in phase study,https://www.benzinga.com/general/biotech/19/08/14256933/lillys-psoriasis-drug-found-superior-to-j-js-tremfya-in-phase-4-study,Shanthi Rexaline,2019-08-13 00:00:00,JNJ,1,0,1,1,1,1,1,1,1,0.77115
707239,xoma reports jjs janssen has elected to accelerate base annual license fee obligation will make time m payment to co,https://www.benzinga.com/news/19/08/14246854/xoma-reports-j-js-janssen-has-elected-to-accelerate-base-annual-license-fee-obligation-will-make-1-t,Benzinga Newsdesk,2019-08-12 00:00:00,JNJ,1,2,1,1,1,1,1,1,1,0.5
707240,biotech stock on the radar veru a catalystrich biopharma,https://www.benzinga.com/general/biotech/19/07/14167534/biotech-stock-on-the-radar-veru-a-catalyst-rich-biopharma,Shanthi Rexaline,2019-07-31 00:00:00,JNJ,1,2,1,1,1,1,1,1,1,0.5
707241,in june ftc issued civil investigative demand to jj on investigation of whether janssens remicade contracting practices violate antitrust laws,https://www.benzinga.com/news/19/07/14154543/in-june-ftc-issued-civil-investigative-demand-to-j-j-on-investigation-of-whether-janssens-remicade-c,Benzinga Newsdesk,2019-07-29 00:00:00,JNJ,1,2,1,1,0,1,1,1,1,0.29905000000000004
707242,host of earnings loom with beyond meat apple among highlights ahead of fed payrolls,https://www.benzinga.com/news/earnings/19/07/14150824/host-of-earnings-loom-with-beyond-meat-apple-among-highlights-ahead-of-fed-payrolls,JJ Kinahan,2019-07-29 00:00:00,JNJ,1,2,1,1,1,1,1,1,1,0.38685
707243,kbl merger corp acquires cannabisfocused biotech company,https://www.benzinga.com/markets/cannabis/19/07/14147513/kbl-merger-corp-acquires-cannabis-focused-biotech-company,Javier Hasse,2019-07-28 00:00:00,JNJ,1,2,1,1,1,1,1,1,1,0.5
707244,the daily biotech pulse obseva gets the greenlight verastem climbs on licensing deal merit medical earnings disappoint,https://www.benzinga.com/general/biotech/19/07/14140562/the-daily-biotech-pulse-obseva-gets-the-greenlight-verastem-climbs-on-licensing-deal-merit-medica,Shanthi Rexaline,2019-07-26 00:00:00,JNJ,1,0,1,1,1,1,1,1,1,0.5129
707245,social media earnings facebook and twitter prepare to share,https://www.benzinga.com/markets/cryptocurrency/19/07/14120135/social-media-earnings-facebook-and-twitter-prepare-to-share,JJ Kinahan,2019-07-23 00:00:00,JNJ,1,2,1,0,1,1,1,1,1,0.648
707246,with earnings on tap a stir in this leveraged pharmaceuticals etf,https://www.benzinga.com/news/earnings/19/07/14113113/with-earnings-on-tap-a-stir-in-this-leveraged-pharmaceuticals-etf,ETF Professor,2019-07-23 00:00:00,JNJ,1,0,1,1,0,1,1,1,1,0.5
707247,benzingas bulls and bears apple boeing disney johnson johnson and more,https://www.benzinga.com/trading-ideas/19/07/14106408/benzingas-bulls-and-bears-apple-boeing-disney-johnson-johnson-and-more,Nelson Hem,2019-07-21 00:00:00,JNJ,1,2,1,1,0,1,1,1,1,0.5
707248,the week ahead in biotech pharma earnings pick up pace,https://www.benzinga.com/general/biotech/19/07/14096172/the-week-ahead-in-biotech-pharma-earnings-pick-up-pace,Shanthi Rexaline,2019-07-20 00:00:00,JNJ,1,0,1,1,1,1,1,1,1,0.5
707249,from coffee to cannabis colombias choice between economic development and cannamercantilism,https://www.benzinga.com/markets/cannabis/19/07/14099378/from-coffee-to-cannabis-colombias-choice-between-economic-development-and-cannamercantilism,Michael Miller - LA Weekly,2019-07-19 00:00:00,JNJ,1,2,1,1,1,1,1,1,1,0.5
707250,intuitive surgicals q performance lauded by bullish analysts,https://www.benzinga.com/analyst-ratings/analyst-color/19/07/14102319/intuitive-surgicals-q2-performance-lauded-by-bullish-analysts,Shanthi Rexaline,2019-07-19 00:00:00,JNJ,1,0,1,1,1,0,1,1,1,0.5
707251,halozyme reports jjs janssen submitted extension application to ema for subcutaneous formulation of darzalex utilizing enhanze technology,https://www.benzinga.com/news/19/07/14101533/halozyme-reports-j-js-janssen-submitted-extension-application-to-ema-for-subcutaneous-formulation-of,Benzinga Newsdesk,2019-07-19 00:00:00,JNJ,1,0,1,1,1,1,1,1,1,0.5
707252,janssen seeks ema approval for novel subcutaneous formulation of darzalex,https://www.benzinga.com/news/19/07/14101141/janssen-seeks-ema-approval-for-novel-subcutaneous-formulation-of-darzalex,Charles Gross,2019-07-19 00:00:00,JNJ,1,0,1,1,1,1,1,1,1,0.82985
707253,flexshares makes a big low vol etf splash,https://www.benzinga.com/trading-ideas/long-ideas/19/07/14084945/flexshares-makes-a-big-low-vol-etf-splash,ETF Professor,2019-07-17 00:00:00,JNJ,1,2,1,1,1,0,1,1,1,0.3634
707254,after earnings beat wall street talks johnson johnson litigation risk,https://www.benzinga.com/analyst-ratings/analyst-color/19/07/14089387/after-earnings-beat-wall-street-talks-johnson-johnson-litigation-risk,Wayne Duggan,2019-07-17 00:00:00,JNJ,1,0,1,1,0,0,1,1,1,0.2798
707255,raymond james maintains outperform on johnson johnson lowers price target to ,https://www.benzinga.com/news/19/07/14086886/raymond-james-maintains-outperform-on-johnson-johnson-lowers-price-target-to-146,Vick Meyer,2019-07-17 00:00:00,JNJ,1,0,1,1,1,1,1,1,1,0.436
707256,mostly strong results for big banks and jj another solid earnings performer,https://www.benzinga.com/news/earnings/19/07/14081329/mostly-strong-results-for-big-banks-and-j-j-another-solid-earnings-performer,JJ Kinahan,2019-07-16 00:00:00,JNJ,1,0,1,1,1,1,1,1,1,0.8548
707257,jj executive says taking a m charge in the quarter related to talc litigation for defense costs only,https://www.benzinga.com/news/19/07/14081327/j-j-executive-says-taking-a-190m-charge-in-the-quarter-related-to-talc-litigation-for-defense-costs,Benzinga Newsdesk,2019-07-16 00:00:00,JNJ,1,1,1,1,1,1,1,1,1,0.58895
707258,from jj q earnings conference call exec commenting on oklahoma opioid case says facts do not align with what state is claiming,https://www.benzinga.com/news/19/07/14080966/from-j-j-q2-earnings-conference-call-exec-commenting-on-oklahoma-opioid-case-says-facts-do-not-align,Benzinga Newsdesk,2019-07-16 00:00:00,JNJ,1,2,1,1,1,1,1,1,1,0.625
707259,from jj q earnings conference call sees largest impact from generic biosimilars in q has resumed distribution of its surgical staplers to customers in jun following recall,https://www.benzinga.com/news/earnings/19/07/14080712/from-j-j-q2-earnings-conference-call-sees-largest-impact-from-generic-biosimilars-in-q3-has-resumed,Benzinga Newsdesk,2019-07-16 00:00:00,JNJ,1,2,1,0,1,1,1,1,1,0.625
707260,a peek into the markets us stock futures edge lower ahead of citigroup wells fargo earnings,https://www.benzinga.com/news/earnings/19/07/14079309/a-peek-into-the-markets-us-stock-futures-edge-lower-ahead-of-citigroup-wells-fargo-earnings,Lisa Levin,2019-07-16 00:00:00,JNJ,0,1,0,1,1,0,0,0,0,0.4742
707261,johnson johnson trades higher on q earnings beat,https://www.benzinga.com/news/earnings/19/07/14079123/johnson-johnson-trades-higher-on-q2-earnings-beat,Tanzeel Akhtar,2019-07-16 00:00:00,JNJ,1,0,1,1,1,1,1,1,1,0.5
707262,johnson johnson reaffirms fy adj eps guidance of vs est,https://www.benzinga.com/news/19/07/14079076/johnson-johnson-reaffirms-fy19-adj-eps-guidance-of-8-53-8-63-vs-8-60-est,Benzinga Newsdesk,2019-07-16 00:00:00,JNJ,1,2,1,1,0,1,1,1,1,0.5
707263,johnson johnson raises fy operational sales guidance from bb to bb raises est reported sales from bb to bb,https://www.benzinga.com/news/19/07/14079075/johnson-johnson-raises-fy19-operational-sales-guidance-from-82b-82-8b-to-82-4b-83-2b-raises-est-repo,Benzinga Newsdesk,2019-07-16 00:00:00,JNJ,1,0,0,1,0,0,1,1,1,0.5
707264,johnson johnson q adj eps beats estimate sales b beat b estimate,https://www.benzinga.com/news/earnings/19/07/14079062/johnson-johnson-q2-adj-eps-2-58-beats-2-43-estimate-sales-20-56b-beat-20-29b-estimate,Benzinga Newsdesk,2019-07-16 00:00:00,JNJ,1,2,0,1,0,1,1,1,1,0.5
707265, stocks to watch for july ,https://www.benzinga.com/news/earnings/19/07/14078575/11-stocks-to-watch-for-july-16-2019,Lisa Levin,2019-07-16 00:00:00,JNJ,1,2,1,0,1,1,1,1,1,0.5
707266,earnings scheduled for july ,https://www.benzinga.com/news/earnings/19/07/14078530/earnings-scheduled-for-july-16-2019,Lisa Levin,2019-07-16 00:00:00,JNJ,1,2,1,1,1,1,1,1,1,0.5
707267,johnson johnson q earnings outlook,https://www.benzinga.com/news/earnings-previews/19/07/14075895/johnson-johnsons-earnings-outlook,Benzinga Newsdesk,2019-07-15 00:00:00,JNJ,1,2,0,1,0,0,1,1,1,0.5
707268,earnings season starts with beat from citigroup other banks netflix report later in week,https://www.benzinga.com/news/earnings/19/07/14074268/earnings-season-starts-with-beat-from-citigroup-other-banks-netflix-report-later-in-week,JJ Kinahan,2019-07-15 00:00:00,JNJ,1,2,1,1,1,1,1,1,1,0.5
707269,the week ahead in biotech johnson johnson kickstarts big pharma earnings,https://www.benzinga.com/general/biotech/19/07/14061331/the-week-ahead-in-biotech-johnson-johnson-kickstarts-big-pharma-earnings,Shanthi Rexaline,2019-07-13 00:00:00,JNJ,1,0,1,1,1,1,1,1,1,0.5
707270,johnson johnson falls on report of justice department probe,https://www.benzinga.com/news/19/07/14068240/johnson-johnson-falls-on-report-of-justice-department-probe,Jayson Derrick,2019-07-12 00:00:00,JNJ,1,1,0,0,0,1,1,1,1,0.76335
707271,jj in response to report about criminal probe in talc case says implication that there has been a new development in this matter is flatly wrong,https://www.benzinga.com/general/biotech/19/07/14068266/j-j-in-response-to-report-about-criminal-probe-in-talc-case-says-implication-that-there-has-been-,Benzinga Newsdesk,2019-07-12 00:00:00,JNJ,1,2,1,1,1,1,1,1,1,0.17149999999999999
707272,halozyme therapeutics reports jjs janssen submitted biologics license application to fda for subcutaneous delivery of darzalex for patients with multiple myeloma,https://www.benzinga.com/news/19/07/14068049/halozyme-therapeutics-reports-j-js-janssen-submitted-biologics-license-application-to-fda-for-subcut,Benzinga Newsdesk,2019-07-12 00:00:00,JNJ,1,0,1,1,1,1,1,1,1,0.5
707273,johnson johnson shares are trading lower following reports of a us criminal probe into the companys denial of asbestos in baby powder,https://www.benzinga.com/markets/wiim/19/07/14068001/johnson-johnson-shares-are-trading-lower-following-reports-of-a-us-criminal-probe-into-the-companys,Benzinga Newsdesk,2019-07-12 00:00:00,JNJ,0,1,0,0,0,0,0,0,0,0.23665000000000003
707274,jj shares fall as hearing co denials of asbestos in baby powder have spurred a us criminal probe,https://www.benzinga.com/news/19/07/14067958/j-j-shares-fall-as-hearing-co-denials-of-asbestos-in-baby-powder-have-spurred-a-us-criminal-probe,Benzinga Newsdesk,2019-07-12 00:00:00,JNJ,0,1,0,1,0,0,0,0,0,0.4742
